timestamp,speed_mph,rpm,throttle_pos,engine_temp_C,CO2,CO,HC,O2,NOx,fuel_rate_L100km,vehicle_id
210,43.9,2260,32.8,86.1,174.07,0.396,80.2,0.29,208.3,7.79,Car_0000
215,48.4,2477,38.7,86.0,176.19,0.832,45.4,0.95,123.7,6.32,Car_0000
220,22.9,1349,24.4,83.5,166.99,0.139,92.2,0.47,197.7,6.27,Car_0000
225,32.7,1792,27.3,90.4,174.42,0.145,68.8,0.63,188.7,7.28,Car_0000
230,37.5,2012,28.6,85.7,176.43,0.699,78.0,0.69,125.2,7.59,Car_0000
235,33.4,1836,18.3,89.3,152.86,0.186,101.2,0.4,158.0,7.15,Car_0000
240,29.8,1827,32.3,80.3,151.05,0.573,53.9,0.68,166.1,7.34,Car_0000
245,35.6,1877,25.8,90.1,165.61,0.447,69.8,0.83,155.8,7.11,Car_0000
250,28.9,1745,31.1,87.0,183.36,0.573,98.6,0.89,166.7,7.39,Car_0000
255,37.1,1816,31.1,80.6,172.65,0.488,104.7,0.85,197.7,7.24,Car_0000
260,28.0,1497,18.5,82.2,180.64,0.301,91.4,0.82,191.7,7.46,Car_0000
265,30.6,1689,22.8,81.5,182.23,0.602,79.9,0.65,199.9,5.85,Car_0000
270,36.7,1915,27.7,90.5,187.79,0.336,78.3,0.68,143.3,6.57,Car_0000
275,45.9,2278,42.2,83.1,206.26,0.857,83.8,0.53,141.3,7.74,Car_0000
280,27.0,1607,28.0,81.9,201.78,0.703,55.3,0.38,142.2,6.39,Car_0000
285,31.8,1494,25.3,91.8,154.38,0.322,50.2,0.99,140.8,8.03,Car_0000
290,35.0,1814,32.0,84.9,152.63,0.47,76.5,0.85,175.5,6.91,Car_0000
295,36.3,2062,24.7,91.7,170.32,0.22,128.5,0.85,223.5,7.62,Car_0000
300,19.0,1381,13.2,82.5,143.98,0.336,91.8,0.92,133.8,6.23,Car_0000
305,24.0,1465,14.9,85.9,170.64,0.145,75.4,0.57,148.7,7.05,Car_0000
310,32.8,1832,19.1,85.4,176.97,0.474,48.0,0.85,209.3,7.01,Car_0000
315,30.2,1749,26.4,88.6,173.49,0.412,64.4,0.75,208.4,6.9,Car_0000
320,29.1,1622,28.2,84.0,185.42,0.204,58.8,0.86,159.3,7.12,Car_0000
325,38.4,1911,34.2,83.9,192.1,0.547,90.7,0.86,132.3,7.12,Car_0000
330,33.4,1801,28.5,82.6,175.38,0.254,58.3,0.75,85.8,7.46,Car_0000
335,35.7,1867,24.8,83.8,170.72,0,83.6,1.0,149.8,6.94,Car_0000
340,29.9,1732,30.4,86.8,161.97,0.31,83.6,1.27,144.9,6.47,Car_0000
345,21.0,1220,19.2,82.6,151.25,0,57.6,0.97,88.2,5.83,Car_0000
350,28.9,1633,26.3,89.0,171.69,0.122,77.5,0.95,131.1,6.25,Car_0000
355,35.8,1833,27.8,86.8,188.28,0.442,73.3,1.0,247.0,7.89,Car_0000
360,32.0,1646,45.4,83.2,166.31,0.337,112.5,0.93,97.8,7.2,Car_0000
365,30.5,1683,19.3,84.6,165.52,0.351,69.6,1.02,118.1,6.15,Car_0000
370,19.8,1528,13.6,93.9,178.67,0.085,63.3,0.87,103.8,7.85,Car_0000
375,17.4,1388,21.8,86.5,155.66,0.304,87.2,1.06,148.5,5.88,Car_0000
380,25.2,1489,10.1,84.8,149.61,0.418,118.9,1.36,126.7,6.61,Car_0000
385,30.0,1806,22.9,86.5,205.79,0.343,70.3,0.84,183.4,6.49,Car_0000
390,22.1,1347,17.1,92.6,181.51,0.317,61.3,0.71,186.9,6.46,Car_0000
395,35.4,1723,28.0,92.2,142.15,0.628,43.0,0.77,150.5,7.59,Car_0000
400,0,608,0,87.1,153.3,0.206,56.3,0.68,86.4,6.12,Car_0000
405,27.8,1776,19.9,86.1,173.25,0.291,79.0,0.33,174.1,6.47,Car_0000
410,15.2,1096,18.4,86.6,186.38,0.396,45.9,0.47,166.9,6.12,Car_0000
415,13.8,1196,10.6,84.0,164.74,0.207,28.2,0.95,107.4,7.11,Car_0000
420,13.1,1034,16.8,82.3,159.28,0.453,73.4,0.3,142.0,6.34,Car_0000
425,32.3,1828,42.1,82.2,172.47,0.247,103.1,1.05,191.1,6.69,Car_0000
430,15.9,1073,21.8,88.7,165.11,0.546,95.0,1.09,70.8,6.17,Car_0000
435,23.2,1531,24.1,84.1,173.22,0.812,93.8,1.06,150.3,7.16,Car_0000
440,35.9,1888,36.1,84.6,181.95,0.611,65.0,1.13,135.9,6.79,Car_0000
445,21.3,1633,19.3,90.0,160.84,0.362,56.5,0.63,187.9,6.69,Car_0000
450,32.8,1764,26.4,91.1,162.74,0.078,106.0,0.92,72.2,7.12,Car_0000
455,17.9,1511,11.3,85.5,157.55,0.096,66.0,0.37,109.1,5.79,Car_0000
460,9.1,916,5.0,85.2,149.84,0.371,79.0,0.67,112.0,7.1,Car_0000
465,22.9,1535,6.2,85.4,138.76,0.196,87.5,0.6,171.9,6.25,Car_0000
470,25.6,1412,20.0,88.6,178.75,0.325,118.8,0.68,129.0,5.47,Car_0000
475,35.2,1817,23.4,91.3,191.27,0.389,51.3,0.93,135.7,6.59,Car_0000
480,29.4,1468,27.3,88.8,201.76,0.452,38.8,0.55,151.5,7.16,Car_0000
485,28.9,1472,22.5,90.3,194.17,0.735,72.2,1.13,217.5,7.56,Car_0000
490,27.0,1691,18.5,83.1,186.85,0.273,79.4,0.63,140.7,7.02,Car_0000
495,13.1,1200,12.2,87.2,158.5,0.468,117.5,0.62,189.4,6.88,Car_0000
500,0.2,729,0,89.8,170.13,0.345,92.7,0.53,94.4,5.39,Car_0000
505,20.2,1394,17.7,85.3,184.22,0.522,110.9,1.01,153.9,7.01,Car_0000
510,26.6,1533,28.6,92.7,200.97,0.4,86.5,0.92,151.0,7.2,Car_0000
515,21.0,1409,26.3,88.1,171.7,0.558,83.0,0.89,144.4,6.09,Car_0000
520,21.9,1343,19.3,84.1,184.12,0.496,85.6,0.77,161.4,5.75,Car_0000
525,13.6,1194,13.1,87.4,154.55,0.342,70.9,0.48,153.0,6.35,Car_0000
530,32.2,1834,30.5,88.6,160.15,0.215,50.6,1.66,118.0,6.97,Car_0000
535,20.1,1374,13.8,82.1,155.55,0.041,77.5,0.59,118.3,6.78,Car_0000
540,18.6,1451,13.6,88.4,151.03,0.449,71.9,0.92,161.6,6.53,Car_0000
545,25.3,1521,27.8,90.5,178.5,0.153,58.0,0.6,140.9,7.07,Car_0000
550,16.8,1420,14.0,81.7,163.62,0,65.0,0.64,122.9,6.4,Car_0000
555,21.2,1375,25.1,91.4,153.4,0.626,47.6,0.56,206.8,5.59,Car_0000
560,29.3,1553,23.7,87.3,196.88,0.206,78.6,0.99,141.7,6.57,Car_0000
565,24.6,1547,24.9,85.0,164.65,0.439,76.7,0.74,150.9,6.47,Car_0000
570,19.1,1416,10.4,91.3,173.99,0.047,85.7,0.85,177.7,7.22,Car_0000
575,23.0,1418,16.1,84.9,159.55,0.387,80.3,0.65,117.7,6.94,Car_0000
580,22.3,1366,17.9,87.1,154.43,0.505,96.9,0.81,150.8,7.01,Car_0000
585,26.6,1685,30.4,88.2,178.68,0.577,73.2,0.46,192.4,6.1,Car_0000
590,41.6,2134,35.6,88.1,200.59,0.239,56.8,0.62,160.7,6.88,Car_0000
595,29.0,1682,20.1,92.8,151.18,0.095,87.5,0.74,172.8,6.66,Car_0000
600,19.9,1333,13.2,89.6,163.12,0.468,91.8,1.11,180.5,7.06,Car_0000
605,34.8,1793,27.7,82.5,177.0,0.254,88.0,0.96,105.7,6.65,Car_0000
610,26.4,1539,22.8,84.6,172.06,0.026,36.9,1.01,99.1,6.6,Car_0000
615,18.3,1209,13.3,86.8,184.44,0.406,74.8,1.03,185.0,6.82,Car_0000
620,26.9,1709,31.3,90.1,198.76,0.592,97.0,0.47,112.4,6.87,Car_0000
625,17.3,1260,18.8,86.1,177.95,0.074,70.1,1.11,150.3,6.72,Car_0000
630,44.8,2273,33.0,92.1,165.79,0.411,80.3,1.12,130.6,7.72,Car_0000
635,35.9,1956,28.8,91.2,162.76,0.623,87.0,0.38,181.5,7.28,Car_0000
640,29.3,1605,23.2,83.9,197.04,0.14,66.8,1.14,176.9,7.34,Car_0000
645,44.8,2112,32.1,90.8,186.16,0.345,54.7,1.17,193.4,6.81,Car_0000
650,39.4,1837,30.4,84.9,163.27,0.235,67.7,1.02,173.0,7.63,Car_0000
655,42.4,2034,35.7,89.9,199.43,0.608,107.6,1.11,210.1,6.52,Car_0000
660,41.2,2056,34.6,86.7,167.56,0.506,96.8,0.35,177.3,7.09,Car_0000
665,27.0,1648,20.8,86.3,160.36,0.41,79.8,0.47,121.3,6.81,Car_0000
670,38.3,1843,34.3,85.9,213.79,0.233,64.2,0.86,125.3,7.69,Car_0000
675,49.9,2258,42.5,86.8,174.94,0.749,97.9,0.53,237.1,8.24,Car_0000
680,39.8,1929,33.5,86.0,180.31,0.354,35.3,1.08,172.0,7.87,Car_0000
685,35.3,1877,35.0,89.6,177.36,1.068,76.6,0.85,231.9,6.77,Car_0000
690,28.5,1510,26.4,90.3,182.33,0.111,100.1,1.16,146.4,6.96,Car_0000
695,42.6,2114,38.7,85.2,171.6,0.201,92.6,0.96,166.5,7.57,Car_0000
700,25.1,1639,18.6,88.9,188.58,0.192,103.9,0.84,155.8,7.12,Car_0000
705,28.0,1698,23.6,91.6,168.89,0.295,87.4,0.78,109.6,6.84,Car_0000
710,48.4,2243,36.0,90.7,147.07,0.006,79.9,0.85,183.6,7.17,Car_0000
715,37.4,1782,32.3,83.7,170.33,0.464,44.9,0.64,190.9,8.02,Car_0000
720,26.9,1641,16.2,84.6,195.8,0.465,63.9,0.87,180.4,6.99,Car_0000
725,57.2,2576,32.7,87.8,165.49,0.373,80.3,0.6,142.5,8.59,Car_0000
730,44.3,2061,40.3,90.7,192.97,0.24,95.6,0.62,214.9,7.38,Car_0000
735,21.6,1451,9.1,88.0,170.04,0.215,50.3,0.47,114.6,6.6,Car_0000
740,50.3,2379,39.6,92.5,155.03,0.585,76.5,0.87,204.8,7.34,Car_0000
745,46.6,2197,50.9,87.8,193.68,0.634,56.5,1.21,130.8,6.44,Car_0000
750,47.2,2323,39.6,88.0,199.02,0.59,66.9,1.02,127.7,7.29,Car_0000
755,32.1,1543,20.9,92.4,154.9,0.244,56.8,1.06,151.5,7.32,Car_0000
760,39.8,1877,28.3,91.3,172.18,0.546,16.7,1.13,142.8,8.41,Car_0000
765,36.7,1904,33.9,86.2,186.27,0.29,105.8,1.04,183.3,6.86,Car_0000
770,39.2,2005,22.5,87.2,187.75,0.109,105.6,0.61,179.8,6.73,Car_0000
775,44.8,2190,43.0,92.9,193.41,0.507,55.5,1.2,120.8,7.27,Car_0000
780,46.9,2250,47.0,88.9,149.55,0.43,83.5,0.69,231.5,7.44,Car_0000
785,29.5,1732,18.9,94.0,176.37,0.064,101.6,1.51,77.6,7.44,Car_0000
790,44.9,2163,39.1,90.4,164.07,0.728,53.0,1.39,233.2,6.9,Car_0000
795,40.9,2169,31.6,88.5,168.46,0.641,67.8,0.8,193.9,7.26,Car_0000
800,34.0,1684,20.7,85.5,146.27,0.208,86.0,0.82,123.1,6.62,Car_0000
805,32.9,1647,21.2,91.2,150.82,0.359,67.6,1.53,83.0,7.19,Car_0000
810,38.0,1863,33.3,89.5,156.94,0.502,87.8,1.19,137.7,8.0,Car_0000
815,39.0,1772,35.1,88.8,159.28,0.612,70.6,1.11,155.8,7.67,Car_0000
820,45.8,2222,33.0,91.9,175.09,0.815,89.6,1.03,143.5,7.33,Car_0000
825,41.0,1912,28.3,88.8,172.05,0.432,102.3,0.68,191.0,7.29,Car_0000
830,38.5,1979,21.7,89.3,163.98,0.173,42.3,0.67,90.9,7.72,Car_0000
835,37.9,1768,28.2,91.4,163.57,0.335,72.6,0.76,90.9,7.24,Car_0000
840,35.1,2147,28.2,87.8,189.22,0.36,85.1,0.54,233.8,6.86,Car_0000
845,42.3,2181,33.7,89.2,183.36,0.555,58.2,0.85,134.9,7.04,Car_0000
850,33.8,1935,36.1,97.1,172.48,0.262,60.6,1.28,103.0,6.97,Car_0000
855,34.1,1999,23.4,92.6,193.35,0.334,89.3,0.34,163.1,7.03,Car_0000
860,17.7,1372,16.5,84.2,149.33,0.183,69.4,0.71,107.4,6.09,Car_0000
865,40.4,1965,33.2,88.6,180.34,0.385,97.2,0.83,201.1,7.97,Car_0000
870,25.9,1670,30.5,86.4,171.53,0.331,88.8,0.96,128.9,7.52,Car_0000
875,30.4,1697,30.4,95.2,164.45,0.558,84.4,0.33,118.4,6.41,Car_0000
880,32.8,1743,27.5,93.2,178.71,0.918,75.1,1.04,174.7,7.85,Car_0000
885,33.4,1886,36.0,87.3,171.96,0.531,71.3,0.54,236.2,7.0,Car_0000
890,49.9,2245,40.5,91.8,171.79,0.273,65.6,0.88,148.2,7.71,Car_0000
895,17.5,1269,13.7,87.9,155.1,0.142,81.4,1.25,86.4,6.45,Car_0000
900,42.9,2121,35.3,88.1,174.46,0.406,36.3,0.59,92.7,8.08,Car_0000
905,41.2,1958,38.4,96.9,164.1,0.702,87.3,0.73,121.0,7.1,Car_0000
910,31.0,1499,28.5,88.6,178.04,0.309,140.0,0.3,112.6,7.39,Car_0000
915,52.6,2278,53.0,86.8,194.44,0.53,124.6,1.33,150.0,9.22,Car_0000
920,24.2,1495,29.2,87.4,161.51,0.422,89.0,0.92,120.0,6.91,Car_0000
925,37.8,2085,33.2,85.9,174.51,0.292,106.4,0.3,191.9,6.73,Car_0000
930,42.4,2149,36.4,91.2,169.35,0.567,79.0,1.02,174.0,6.17,Car_0000
935,27.6,1780,30.3,90.0,170.66,0.334,92.6,0.97,120.2,7.25,Car_0000
940,41.1,1937,33.3,91.1,184.18,0.332,69.4,0.66,180.0,7.58,Car_0000
945,30.6,1581,20.0,91.6,153.24,0.395,72.8,0.62,153.8,7.86,Car_0000
950,32.6,1747,19.8,91.3,189.44,0.47,103.3,0.94,106.1,7.06,Car_0000
955,34.0,1890,25.8,89.6,178.59,0.633,100.1,0.99,178.8,6.62,Car_0000
960,20.4,1404,22.2,91.0,179.09,0.061,50.8,1.14,145.4,6.02,Car_0000
965,35.8,1900,44.6,93.6,178.35,0.443,84.6,0.77,105.8,7.66,Car_0000
970,30.5,1438,22.2,87.4,185.56,0.352,109.7,0.32,104.9,7.55,Car_0000
975,22.6,1371,16.2,87.6,178.6,0.555,48.3,0.71,146.3,6.79,Car_0000
980,34.0,1832,25.4,86.6,145.44,0.303,80.3,1.08,146.0,8.3,Car_0000
985,26.3,1539,23.8,87.0,174.48,0,93.5,0.82,159.7,6.95,Car_0000
990,16.2,1197,21.4,91.4,160.68,0.441,88.2,1.39,184.3,6.75,Car_0000
995,22.4,1650,18.2,87.4,153.6,0.169,72.7,1.03,191.5,7.32,Car_0000
