timestamp,speed_mph,rpm,throttle_pos,engine_temp_C,CO2,CO,HC,O2,NOx,fuel_rate_L100km,vehicle_id
205,55.4,2591,43.6,82.0,162.22,0.468,69.0,0.81,169.1,8.35,Car_0001
210,57.8,2564,50.8,86.1,158.4,0.031,56.6,0.79,168.9,7.45,Car_0001
215,55.3,2362,47.2,86.4,142.86,0.32,76.1,1.17,200.5,8.33,Car_0001
220,49.5,2113,38.9,85.6,160.27,0.672,88.5,0.54,175.6,7.52,Car_0001
225,47.9,2112,42.2,86.0,152.81,0.169,57.5,1.89,135.2,7.74,Car_0001
230,53.0,2291,52.8,86.0,143.88,0.878,64.2,0.65,162.5,7.08,Car_0001
235,51.3,2387,43.7,88.1,155.1,0.536,75.2,1.17,151.7,8.41,Car_0001
240,47.2,2293,48.5,79.4,138.76,0.412,114.1,0.68,285.6,6.81,Car_0001
245,51.2,2297,45.2,84.5,134.9,0.111,82.2,0.35,124.2,7.75,Car_0001
250,47.0,2313,32.4,87.5,146.59,0.352,63.9,0.78,212.5,7.38,Car_0001
255,54.4,2403,53.9,86.4,139.57,0.197,51.5,0.91,171.0,7.95,Car_0001
260,41.7,2035,31.6,87.2,137.09,0.781,66.2,1.14,125.7,7.16,Car_0001
265,40.0,2126,35.5,86.7,144.33,0.211,108.1,1.22,169.5,7.34,Car_0001
270,51.5,2327,41.9,84.9,136.63,0.364,94.6,0.7,160.4,7.4,Car_0001
275,33.8,1971,30.7,89.0,132.09,0.695,82.9,1.24,165.2,7.11,Car_0001
280,41.1,2042,35.4,90.9,163.49,0.445,104.4,0,149.3,7.5,Car_0001
285,52.0,2402,43.0,85.0,130.2,0.845,102.4,1.19,180.5,7.47,Car_0001
290,48.9,2263,40.1,86.4,132.0,0.276,75.2,0.38,199.4,8.05,Car_0001
295,37.8,1750,33.4,87.2,139.24,0.15,41.6,1.31,149.7,7.51,Car_0001
300,42.9,2127,29.3,85.2,120.49,0.179,65.8,0.26,152.5,7.07,Car_0001
305,33.4,1790,27.8,84.0,169.31,0.533,102.4,0.7,195.4,7.5,Car_0001
310,34.3,1760,43.1,85.3,146.29,0.423,96.6,0.5,118.5,7.71,Car_0001
315,43.5,1857,36.4,86.0,150.13,0.496,86.8,0.83,173.5,6.87,Car_0001
320,34.9,1762,22.4,89.0,155.16,0.485,68.0,0.64,141.1,7.72,Car_0001
325,45.2,2328,32.8,85.9,122.91,0.131,76.9,0.7,157.1,6.74,Car_0001
330,42.0,2032,39.6,88.3,120.67,0.527,68.0,1.26,166.5,7.15,Car_0001
335,36.7,1750,37.0,93.0,112.99,0.385,77.8,0.62,207.0,7.85,Car_0001
340,37.5,2132,31.4,86.0,145.04,0.258,109.1,0.98,156.9,7.16,Car_0001
345,31.7,1777,20.0,86.7,131.31,0.463,100.9,1.04,154.3,6.7,Car_0001
350,36.1,1881,32.5,85.0,125.08,0.447,107.2,1.36,194.4,6.71,Car_0001
355,49.3,2194,37.2,88.1,120.45,0.596,78.9,0.92,140.2,8.07,Car_0001
360,41.7,2014,39.5,78.8,145.69,0.426,64.1,0.85,187.1,7.02,Car_0001
365,36.2,1881,32.1,90.5,132.63,0.674,53.9,0.89,93.9,7.24,Car_0001
370,42.5,2277,35.7,84.6,156.97,0.437,82.0,1.08,219.6,6.55,Car_0001
375,36.7,1899,25.2,82.0,138.68,0.283,65.5,0.76,149.3,7.23,Car_0001
380,48.5,2252,49.8,90.6,155.96,0.353,74.1,0.52,191.7,7.58,Car_0001
385,39.0,2001,33.4,85.9,125.59,0.329,94.3,0.75,164.3,7.74,Car_0001
390,39.0,1823,32.1,84.3,138.49,0.489,90.2,1.3,140.7,7.15,Car_0001
395,39.4,2077,27.7,89.0,150.55,0.358,74.4,1.02,186.3,7.51,Car_0001
400,28.6,1485,23.4,86.2,144.48,0.214,92.7,0.92,119.9,7.43,Car_0001
405,31.4,1672,27.4,87.0,124.97,0.511,79.8,0.57,85.6,7.26,Car_0001
410,34.6,1850,35.7,79.6,158.47,0.701,60.4,1.1,129.2,6.63,Car_0001
415,32.7,1965,29.1,87.2,153.29,0.271,110.0,1.27,182.7,6.7,Car_0001
420,41.9,2085,38.1,90.5,147.15,0.26,109.8,0.88,182.5,7.7,Car_0001
425,35.6,1941,30.6,86.6,131.64,0.301,74.2,1.1,151.2,7.13,Car_0001
430,32.0,1814,30.0,93.1,118.36,0.354,91.5,0.29,230.1,7.01,Car_0001
435,26.3,1686,10.9,87.8,123.74,0.302,87.5,1.04,172.7,7.92,Car_0001
440,33.0,1755,33.6,87.0,145.23,0,89.1,0.78,141.1,6.77,Car_0001
445,39.6,1783,48.7,90.7,144.65,0.874,85.5,0.53,200.5,6.5,Car_0001
450,37.0,2031,33.5,82.9,143.42,0.393,65.2,0.11,120.3,6.98,Car_0001
455,41.2,2309,38.6,84.9,135.41,0.659,92.3,0.92,186.5,7.97,Car_0001
460,50.0,2300,42.4,88.8,134.75,0.023,89.9,0.58,229.3,7.76,Car_0001
465,44.0,2034,42.3,82.4,154.42,0.414,98.7,0.69,195.1,7.72,Car_0001
470,35.1,1896,37.6,85.7,160.71,0.367,104.1,1.5,131.3,6.09,Car_0001
475,33.3,1730,25.1,86.4,130.83,0.662,102.5,1.15,250.2,6.73,Car_0001
480,12.1,1364,11.3,87.2,109.96,0.036,93.8,0.76,59.4,5.93,Car_0001
485,40.5,2143,34.8,95.9,156.3,0.786,106.7,1.05,117.9,6.55,Car_0001
490,26.3,1613,21.9,88.6,137.95,0.455,99.8,0.8,142.2,5.56,Car_0001
495,39.3,1901,28.2,90.1,153.47,0.527,99.1,0.47,154.2,7.03,Car_0001
500,46.3,2274,37.3,90.0,147.17,0.413,89.3,1.06,170.1,6.92,Car_0001
505,35.4,1836,23.8,85.2,135.62,0.374,91.2,0.74,179.2,6.99,Car_0001
510,37.1,1954,33.8,91.9,135.71,0.1,78.4,1.04,166.1,7.4,Car_0001
515,19.2,1292,18.7,89.9,125.39,0.417,65.8,0.45,145.9,6.75,Car_0001
520,36.4,1963,38.7,90.4,134.59,0.631,50.6,0.83,207.6,7.55,Car_0001
525,40.1,2192,29.7,90.0,139.74,0.621,82.4,1.03,234.9,7.65,Car_0001
530,32.0,1723,23.2,90.8,158.48,0.317,43.8,0.61,174.8,6.59,Car_0001
535,18.3,1305,5.1,88.7,130.69,0.288,105.9,0.53,57.6,6.6,Car_0001
540,38.0,1798,29.9,86.7,139.59,0.276,133.3,0.72,167.4,7.03,Car_0001
545,13.5,1342,0,91.8,117.07,0,77.8,1.46,157.5,6.35,Car_0001
550,28.8,1729,22.2,89.9,109.38,0.467,86.4,0.39,116.3,6.89,Car_0001
555,31.4,1772,19.0,85.1,170.75,0.177,71.5,0.75,147.9,7.65,Car_0001
560,31.1,1819,21.7,90.1,136.07,0.324,78.2,0.97,112.9,6.55,Car_0001
565,52.4,2422,41.9,89.8,141.39,0.009,83.2,0.76,194.7,7.36,Car_0001
570,34.7,1956,28.2,86.6,145.44,0.312,101.4,0.75,179.7,6.81,Car_0001
575,27.0,1680,23.8,89.8,149.63,0.075,82.4,0.2,176.8,6.36,Car_0001
580,41.1,2105,31.6,87.8,159.04,0.077,92.9,0.84,208.1,6.54,Car_0001
585,37.9,2045,38.3,85.6,136.22,0.81,51.6,0.79,175.3,7.35,Car_0001
590,30.8,1820,30.1,93.4,127.39,0.304,101.9,1.34,160.3,6.26,Car_0001
595,37.0,2007,34.2,91.3,169.09,0.335,61.9,0.44,162.0,7.74,Car_0001
600,53.0,2413,44.3,87.6,160.64,0.319,77.9,0.78,179.3,8.67,Car_0001
605,32.6,2022,23.9,85.6,130.38,0.499,79.7,1.14,134.5,6.25,Car_0001
610,37.2,1944,23.7,87.7,147.94,0.207,63.5,0.47,159.1,7.47,Car_0001
615,62.7,2796,45.9,83.5,142.51,0.794,93.1,0.64,233.3,8.78,Car_0001
620,52.9,2279,46.3,84.3,129.5,0.226,74.8,0.37,207.0,7.76,Car_0001
625,34.8,1891,36.6,89.2,130.88,0.376,77.9,0.59,94.6,6.97,Car_0001
630,52.1,2281,33.8,87.9,158.13,0.075,83.8,0.92,197.5,8.02,Car_0001
635,47.6,2068,42.7,92.3,137.2,0.538,59.7,1.19,144.2,8.41,Car_0001
640,40.1,2072,30.8,93.8,110.96,0.478,38.4,0.44,244.7,7.79,Car_0001
645,27.6,1627,19.9,89.9,166.07,0.48,88.7,0.95,110.5,7.27,Car_0001
650,51.5,2284,39.7,92.6,144.74,0.221,71.5,0.66,173.6,7.68,Car_0001
655,42.7,2247,39.7,92.7,116.0,0.471,103.5,1.02,147.7,7.04,Car_0001
660,52.8,2363,47.3,88.8,140.23,0.511,63.4,1.31,200.7,8.46,Car_0001
665,41.4,1987,32.9,85.7,150.29,0.557,69.7,0.7,181.3,7.0,Car_0001
670,42.8,2239,31.9,86.8,178.95,0,56.3,1.34,158.3,7.68,Car_0001
675,63.5,2632,49.9,89.6,142.21,0.395,77.3,0.4,206.4,8.53,Car_0001
680,45.7,2147,40.8,86.8,136.3,0.44,109.4,0.79,167.0,7.44,Car_0001
685,44.3,2033,32.3,91.0,131.81,0.43,70.5,0.4,149.2,8.18,Car_0001
690,44.5,2066,34.9,87.4,143.94,0.342,78.0,0.65,183.2,7.64,Car_0001
695,49.9,2360,41.1,92.1,148.98,0.753,78.4,0.88,151.4,7.67,Car_0001
700,55.1,2417,53.4,88.6,166.02,0.307,74.5,0.65,221.0,8.16,Car_0001
705,48.3,2204,40.2,90.7,153.74,0.439,71.1,0.83,178.6,7.74,Car_0001
710,45.7,2344,34.9,93.1,162.81,0.614,117.5,0.97,165.5,7.26,Car_0001
715,44.3,2211,29.5,84.3,164.23,0.6,88.3,1.08,204.7,7.38,Car_0001
720,38.2,2074,34.1,84.5,142.69,0.327,77.7,0.7,191.2,7.17,Car_0001
725,41.0,2097,36.6,84.3,146.81,0.611,77.0,0.86,139.3,6.49,Car_0001
730,54.7,2432,47.7,87.9,138.44,0.521,78.7,1.06,164.1,7.1,Car_0001
735,51.9,2227,30.6,85.4,134.74,0.244,49.3,0.73,222.9,8.15,Car_0001
740,51.1,2424,40.4,86.1,152.48,0.235,86.7,0.79,166.3,7.47,Car_0001
745,60.3,2450,51.6,87.9,131.31,0.516,86.3,0.78,191.5,8.72,Car_0001
750,46.6,2239,30.1,90.1,113.37,0.527,70.5,0.85,116.4,7.57,Car_0001
755,58.2,2606,48.4,88.8,160.39,0.639,67.5,0.63,159.7,7.92,Car_0001
760,42.4,1856,34.3,89.6,142.26,0.638,54.1,0.65,104.2,7.54,Car_0001
765,51.0,2281,42.7,86.7,126.26,0.78,96.2,0.74,114.4,7.59,Car_0001
770,56.5,2511,52.1,92.5,141.47,0.417,70.1,0.68,219.9,7.67,Car_0001
775,38.5,2002,31.6,87.5,110.74,0.642,93.9,0.46,172.8,6.74,Car_0001
780,41.1,1823,38.2,91.5,134.65,0.429,115.1,0.57,113.4,7.43,Car_0001
785,56.4,2462,39.9,86.6,152.77,0.592,46.6,0.43,142.7,7.87,Car_0001
790,69.7,2861,58.4,86.6,183.27,0.422,69.8,0.85,142.4,8.73,Car_0001
795,51.9,2272,40.3,83.3,133.21,0,71.0,0.65,152.2,7.44,Car_0001
800,45.2,2278,44.8,88.5,158.73,0.413,74.0,0.55,203.8,7.81,Car_0001
805,41.5,2061,32.0,86.3,140.1,0.026,71.3,1.37,186.1,6.82,Car_0001
810,56.1,2493,45.2,87.3,142.66,0.358,76.5,1.02,215.7,7.22,Car_0001
815,47.8,2395,48.8,90.2,166.3,0.736,77.4,0.2,177.4,6.95,Car_0001
820,52.5,2550,45.0,86.7,125.39,0.082,41.9,1.29,219.2,7.69,Car_0001
825,50.0,2295,41.6,93.3,147.51,0.062,101.2,0.22,160.3,6.97,Car_0001
830,51.4,2215,35.9,86.0,153.47,0.392,93.3,1.21,183.4,8.0,Car_0001
835,43.1,2083,30.1,90.8,154.19,0.594,79.4,1.07,163.6,7.15,Car_0001
840,54.6,2510,56.5,91.4,126.22,0.337,54.0,0.82,139.7,8.5,Car_0001
845,48.0,2303,40.7,90.3,126.15,0.447,71.5,0.77,181.8,7.94,Car_0001
850,46.3,2270,40.2,94.2,91.84,0.322,105.2,0.04,235.1,7.58,Car_0001
855,33.4,1873,22.5,86.5,161.52,0.285,60.8,1.4,199.6,6.94,Car_0001
860,43.0,2071,43.8,86.4,121.43,0.724,74.4,0.83,190.0,7.24,Car_0001
865,29.6,1667,30.9,95.8,136.75,0.399,107.3,0.98,167.4,6.0,Car_0001
870,45.3,2181,30.2,88.3,166.72,0.35,51.3,0.23,172.2,7.22,Car_0001
875,41.3,2062,35.9,89.9,145.75,0.184,67.2,0.7,166.6,7.87,Car_0001
880,42.0,1983,42.5,89.9,119.13,0.4,55.3,0.46,112.7,7.0,Car_0001
885,63.9,2819,60.2,92.7,142.26,0.632,82.1,0.48,147.5,8.58,Car_0001
890,37.3,1938,34.3,91.7,145.41,0.181,90.8,0.76,125.5,6.25,Car_0001
895,50.2,2150,33.3,94.7,122.91,0.333,81.4,0.82,130.9,7.32,Car_0001
900,52.6,2349,43.7,83.0,133.32,0.64,65.4,0.51,193.3,8.05,Car_0001
905,48.4,2193,44.0,94.4,158.7,0.157,138.6,0.4,124.1,7.76,Car_0001
910,44.5,2169,43.6,92.3,127.63,0.482,100.2,1.12,217.3,7.89,Car_0001
915,50.4,2260,35.4,90.8,134.67,0.676,62.5,0.69,158.2,8.16,Car_0001
920,50.3,2310,43.3,94.4,115.29,0.616,101.6,1.16,209.1,7.29,Car_0001
925,39.4,2049,29.9,89.0,117.85,0.161,86.9,0.67,138.0,7.22,Car_0001
930,45.7,2144,38.9,89.9,137.13,0.442,62.3,0.65,98.0,6.94,Car_0001
935,33.3,1758,33.4,89.6,141.23,0.229,85.7,1.31,155.1,6.7,Car_0001
940,32.9,1814,22.7,91.8,124.07,0.032,89.6,0.41,184.7,7.62,Car_0001
945,37.0,1931,37.8,88.3,163.82,0.373,61.2,0.83,173.4,7.8,Car_0001
950,48.4,2287,43.6,90.3,153.5,0.364,58.4,0.86,283.8,8.02,Car_0001
955,35.2,1994,20.0,89.0,146.11,0.215,68.1,0.75,144.8,6.78,Car_0001
960,31.6,1592,21.5,89.5,153.24,0.225,55.8,1.28,107.3,7.1,Car_0001
965,32.3,1696,28.8,91.2,157.73,0.528,83.1,0.99,115.3,7.68,Car_0001
970,43.6,2155,39.3,85.4,123.95,0.473,82.9,0.97,176.1,7.36,Car_0001
975,48.9,2301,44.5,93.5,160.65,0.536,94.5,0.88,219.6,8.77,Car_0001
980,30.0,1624,32.9,90.5,131.85,0.276,98.7,0.97,234.4,6.95,Car_0001
985,45.1,2318,30.4,86.8,145.84,0.287,71.6,0.6,171.3,7.05,Car_0001
990,27.2,1654,23.3,92.9,146.28,0.451,95.1,0.53,135.2,7.04,Car_0001
995,44.5,2199,36.0,89.4,144.93,0.199,97.0,1.03,210.5,7.98,Car_0001
